REGISTRY,YEAR,SEX,CANCER,TOTAL,N0_4,N5_9,N10_14,N15_19,N20_24,N25_29,N30_34,N35_39,N40_44,N45_49,N50_54,N55_59,N60_64,N65_69,N70_74,N75_79,N80_84,N85+,N_UNK
80000200,1997,2, 76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 77,54,0,0,0,0,0,2,8,9,8,3,6,3,1,7,3,0,1,0,3
80000200,1997,2, 78,9,0,0,0,0,1,0,0,2,2,2,1,0,1,0,0,0,0,0,0
80000200,1997,2, 79,5,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0
80000200,1997,2, 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 83,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80000200,1997,2, 84,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 85,4,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
80000200,1997,2, 86,15,0,0,0,0,1,2,1,3,3,0,2,1,1,0,1,0,0,0,0
80000200,1997,2, 87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 91,5,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0
80000200,1997,2, 92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 97,7,0,0,0,0,0,1,0,2,2,0,0,1,0,0,1,0,0,0,0
80000200,1997,2, 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2, 99,5,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
80000200,1997,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,109,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,122,11,0,1,0,0,1,2,3,2,0,2,0,0,0,0,0,0,0,0,0
80000200,1997,2,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,124,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,125,7,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0
80000200,1997,2,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,130,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
80000200,1997,2,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,132,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80000200,1997,2,133,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80000200,1997,2,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,142,15,0,0,0,0,0,1,0,5,2,3,1,0,2,1,0,0,0,0,0
80000200,1997,2,143,6,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0
80000200,1997,2,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,145,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,148,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,151,5,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0
80000200,1997,2,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,154,5,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,156,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,160,31,3,8,4,2,0,2,0,2,3,0,1,2,1,1,1,0,0,0,1
80000200,1997,2,161,8,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,163,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
80000200,1997,2,164,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
80000200,1997,2,165,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80000200,1997,2,166,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,167,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,169,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
80000200,1997,2,170,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,  1,439,15,20,9,10,12,38,46,60,39,26,16,18,30,18,31,17,13,5,16
80000200,1998,1,  2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,  3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,  4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80000200,1998,1,  5,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
80000200,1998,1,  6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,  7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,  8,10,0,0,1,0,1,1,0,1,1,2,0,0,1,0,0,0,1,1,0
80000200,1998,1,  9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 11,32,0,0,0,0,0,0,1,2,4,0,4,3,6,1,5,3,1,0,2
80000200,1998,1, 12,14,0,0,0,0,0,0,1,1,3,0,2,2,0,0,4,1,0,0,0
80000200,1998,1, 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 18,18,0,0,0,0,0,0,0,1,1,0,2,1,6,1,1,2,1,0,2
80000200,1998,1, 19,8,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,1,0,0,1
80000200,1998,1, 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 21,8,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,2,0,0,0
80000200,1998,1, 22,7,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0
80000200,1998,1, 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 31,30,1,0,0,1,1,1,0,3,4,1,1,2,2,1,7,1,3,0,1
80000200,1998,1, 32,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
80000200,1998,1, 33,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
80000200,1998,1, 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 35,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 40,21,1,0,0,0,1,0,0,2,3,1,1,2,1,1,5,1,1,0,1
80000200,1998,1, 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 44,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
80000200,1998,1, 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 46,6,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
80000200,1998,1, 47,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80000200,1998,1, 49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80000200,1998,1, 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 54,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
80000200,1998,1, 55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 56,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80000200,1998,1, 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 65,153,4,8,3,2,5,25,29,31,17,13,4,1,4,1,1,2,0,0,3
80000200,1998,1, 66,11,2,0,0,1,1,3,1,0,1,1,0,0,0,0,1,0,0,0,0
80000200,1998,1, 67,5,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
80000200,1998,1, 68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1, 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,100,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0
80000200,1998,1,101,59,0,0,0,0,0,0,0,0,1,0,1,5,11,11,11,5,4,3,7
80000200,1998,1,102,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
80000200,1998,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,106,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80000200,1998,1,107,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,109,7,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80000200,1998,1,112,5,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
80000200,1998,1,113,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80000200,1998,1,114,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,115,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,118,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,122,10,0,0,0,0,0,2,4,2,0,1,1,0,0,0,0,0,0,0,0
80000200,1998,1,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,125,9,0,0,0,0,0,2,3,2,0,1,1,0,0,0,0,0,0,0,0
80000200,1998,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,127,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,131,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80000200,1998,1,132,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,138,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,141,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,142,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
80000200,1998,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,148,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,151,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
80000200,1998,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,154,8,1,0,0,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0
80000200,1998,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,158,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
80000200,1998,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,160,22,1,4,2,4,2,0,1,4,1,0,0,2,0,0,0,0,0,0,1
80000200,1998,1,161,6,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,163,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,164,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,165,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,1,170,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,2,  1,517,10,10,12,12,32,57,46,65,57,35,40,23,47,21,21,8,7,1,13
80000200,1998,2,  2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000200,1998,2,  3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80000200,1998,2,  4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
